,user,location,followers,following,unfiltered_text,retweets,likes,listed_count,tweets,mentions,isreply,verified,hashtags,days,retweeted_before,url,text,popularity,city,topics,sentiment
36,kritikaswords,"Lucknow,India ",1908,2813,@rayseewriter Thank you🙂😊,0,1,15,3034,1,1,0,0,3549,0,https://twitter.com/statuses/1190816312978620416,rayseewriter thank you,1.2012545665152863,LUCKNOW,1,neutral
20,sanjeetyadav19, LUCKNOW ,1360,535,@mastikanak7 Nice yrr,0,0,0,1630,1,1,0,0,2510,0,https://twitter.com/statuses/1190818340916224001,mastikanak7 nice,1.0379206902101294,LUCKNOW,1,positive
65,MrcuteAnish,"Lucknow, India",3730,288,@PMOIndia @narendramodi @AdityaBirlaGrp Great. ❤️✌️,0,2,7,120394,3,1,0,0,1631,0,https://twitter.com/statuses/1190812829382782981,pmoindia narendramodi adityabirlagrp great,1.0322270228667128,LUCKNOW,1,positive
50,DiyaMehroliya,"Lucknow, India",2407,280,@QeenDiyaFan Thank you so much 😍😍😍😍😍💓💓💓❤❤💓💓💓💓💓💓💓❤🍎💓,0,1,3,3537,1,1,0,0,103,0,https://twitter.com/statuses/1190814708095258625,qeendiyafan thank much,1.027000118316959,LUCKNOW,1,positive
29,DiyaMehroliya,"Lucknow, India",2407,280,"@MrKhan33579300 Thank you. 
But I'm fake hoo jiii",0,0,3,3537,1,1,0,0,103,0,https://twitter.com/statuses/1190817285981626369,mrkhan33579300 thank fake jiii,1.027000118316959,LUCKNOW,1,negative
38,manu_bvmntl,"Lucknow, India",6,87,@drpravs1 @TarekFatah @HMOIndia @PMOIndia @Uppolice @TwitterIndia Brainwashed Swine.,0,0,0,760,6,1,0,0,3624,0,https://twitter.com/statuses/1190816144199835648,drpravs1 tarekfatah hmoindia pmoindia uppolice twitterindia brainwash swine,0.9752271343853838,LUCKNOW,1,neutral
9,shivrls,"Lucknow, India",143,279,Why there is a zero response from UPRERA in execution of my order compliance in case number 10201822835 shiv Sharma… https://t.co/p3XdkcuNRN,0,0,0,75,0,0,0,0,3027,0,https://twitter.com/statuses/1190819396488331265,there zero response from uprera execution order compliance case number 10201822835 shiv sharma,0.9672881696380193,LUCKNOW,1,neutral
48,swag_ydv,"Lucknow, India",749,845,@saraKhannnnnnn Undefined,0,0,0,1251,1,1,0,0,1698,0,https://twitter.com/statuses/1190814991785418752,sarakhannnnnnn undefined,0.9382827210539602,LUCKNOW,1,neutral
63,akanks_ha_misra,"Lucknow, India",1,9,@AdminLKO Sir schools r doing better than rest of city. Please tell what steps administration is taking to protect… https://t.co/5AzU8UdaNm,0,0,0,17,1,1,0,0,3249,0,https://twitter.com/statuses/1190813138729390080,adminlko school do better than rest city please tell what step administration take protect,0.817664021135225,LUCKNOW,1,positive
57,alokpra75045926,Lucknow,767,1161,@Ifedolapo_jade Yes y not but you attract by your pics,0,0,0,2882,1,1,0,0,90,0,https://twitter.com/statuses/1190813949903560704,ifedolapojade attract your pics,0.8161631455736263,LUCKNOW,1,neutral
82,ankitc265,Lucknow,3946,1810,Empirical factors that will Influence the future of Content Marketing https://t.co/HuwNLUrm8C #contentmarketing,0,0,2790,154721,0,0,0,1,3378,0,https://twitter.com/statuses/1190807964304564224,empirical factor that will influence future content market contentmarketing,1.8415202486885125,LUCKNOW,2,positive
88,TOILucknow,Lucknow,16547,152,Six UP cities among India’s most polluted https://t.co/wPBaSutvNA,0,0,56,43216,0,0,1,0,2066,0,https://twitter.com/statuses/1190807070531940352,cities among india most pollute,1.5409113801401317,LUCKNOW,2,positive
92,bps19,"Lucknow, India",16431,4635,Having enough space or privacy in a relationship is more important for a couple's happiness than having a good sex… https://t.co/yRdbdkXJrP,0,1,26,27915,0,0,0,0,2988,0,https://twitter.com/statuses/1190806061038456832,have enough space privacy relationship more important couple happiness than have good sex,1.4478935092495682,LUCKNOW,2,positive
55,_Bhupendratiwar,"Lucknow, India",2961,3915,"Check out WhatsApp, I use it to message and call the people I care about. Get it for free at https://t.co/INV8d1FJfp",0,1,0,1276,0,0,0,0,249,0,https://twitter.com/statuses/1190814125917528064,check whatsapp message call people care about free,1.1132225355682204,LUCKNOW,2,positive
97,RanjeetRana03,"Lucknow,India",93,219,@Aakash8934 @MIUI_India @IndiaPOCO @POCOSupport Me too..I too didn't receive any notification for update for #MIUI11 for my #pocof1 ??,0,0,0,583,4,1,0,2,2713,0,https://twitter.com/statuses/1190805078669549569,aakash8934 miuiindia indiapoco pocosupport tooi receive notification update miui11 pocof1,0.9850387607218005,LUCKNOW,2,neutral
96,panwarsudhir1,Lucknow,3735,274,Read in the background of celebratory thunder &amp; smoke of firecrackers on the occasion of ‘rising Sun’ worship.… https://t.co/Aqm3FxFWPZ,0,1,97,23879,0,0,0,0,2885,0,https://twitter.com/statuses/1190805173343571968,read background celebratory thunder smoke firecrackers occasion rise worship,0.9529316544256816,LUCKNOW,2,neutral
85,ashishmani,Lucknow,112,218,@varunkrish These are available in Lucknow also,0,0,0,631,1,1,0,0,3754,0,https://twitter.com/statuses/1190807230888599554,varunkrish these available lucknow also,0.8678414170716151,LUCKNOW,2,positive
98,Unbeatablevarun,"Lucknow, India",108,50,"@MikeMillionare @Anirudh_Rana_ I want money to help people, I want to give education to poor people for free so tha… https://t.co/igx1wObnaK",0,0,0,1609,2,1,0,0,1709,0,https://twitter.com/statuses/1190804744513695744,mikemillionare anirudhrana want money help people want give education poor people free tha,0.8125990922779703,LUCKNOW,2,neutral
94,Hanney76614123,"Lucknow, India",413,2528,"@Agirl098 Tattoo- No
Coloured hair- No
Surgeries- No
Broken a bone- No
One sided love- Yes
Stayed in a hospital- No… https://t.co/G4q5dsHT2j",0,0,0,1345,1,1,0,0,194,0,https://twitter.com/statuses/1190805718569340928,agirl098 tattoo colour hair surgeries break bone side love stay hospital,0.8079537269468136,LUCKNOW,2,positive
11,SaranSanjaya,"Lucknow, India",11,100,@mandokhail994 @ammaralijan large compared to its popoulation and the other resources. His apprehensions did come t… https://t.co/8Hs1cADLsp,0,0,0,122,2,1,0,0,98,0,https://twitter.com/statuses/1190819362661269504,mandokhail994 ammaralijan large compare popoulation other resources apprehensions come,0.7599101992664601,LUCKNOW,2,positive
42,ankitc265,Lucknow,3946,1810,How Artificial Intelligence is transforming Marketing and Sales https://t.co/8ko2CO8K7X,0,0,2790,154721,0,0,0,0,3378,0,https://twitter.com/statuses/1190815736576397312,artificial intelligence transform market sales,1.826579287154761,LUCKNOW,3,negative
90,upgrp_hq,"Lucknow, India",15097,175,@RailwaySeva @VishalS78510947 @rpfner @NRRPF @UpGrp @spgrplucknow Kindly look into this matter.,0,0,12,17679,6,1,0,0,1166,0,https://twitter.com/statuses/1190806373942079488,railwayseva vishals78510947 rpfner nrrpf upgrp spgrplucknow kindly look into this matter,1.6475465669903926,LUCKNOW,3,positive
72,pranshumisraa,"Lucknow, India",3863,487,After FIR @UPGovt @myogiadityanath also recommends a CBI probe in the matter..Earlier issue had become a major cont… https://t.co/rSQWk6YTmC,0,3,23,1873,2,0,1,0,1300,0,https://twitter.com/statuses/1190810207263182848,after upgovt myogiadityanath also recommend probe matterearlier issue become major cont,1.608064157595463,LUCKNOW,3,positive
80,bps19,"Lucknow, India",16431,4635,"Don't keep secrets from your partner. Include them in what you did and where you went as much as possible.
 alone a… https://t.co/gVHCYwbziE",0,0,26,27915,0,1,0,0,2988,0,https://twitter.com/statuses/1190808188699807744,keep secrets from your partner include them what where go much possible alone,1.5868830689548608,LUCKNOW,3,neutral
89,bps19,"Lucknow, India",16431,4635,"When partners have their own set of interests, friends, and time for self, that makes them happier and less bored,… https://t.co/eNpUaxFNwA",0,0,26,27915,0,1,0,0,2988,0,https://twitter.com/statuses/1190806477537042432,when partner have their interest friends time self that make them happier less bore,1.5868830689548608,LUCKNOW,3,negative
35,kritikaswords,"Lucknow,India ",1908,2813,@rayseewriter @WritersCentreAU All the best. 👍😊,0,1,15,3034,2,1,0,0,3549,0,https://twitter.com/statuses/1190816522005962757,rayseewriter writerscentreau best,1.2246085279656151,LUCKNOW,3,positive
69,vijaylkopratap,Lucknow,540,429,@AnilkumarJasani @PANDITMUSTAFA @SyedAsg68050954 @Umarfarhan110 @pankajanand2965 @chaube_gi @SAnjumgolvi… https://t.co/W01YrfgY1x,0,0,0,1955,7,1,0,0,1406,0,https://twitter.com/statuses/1190812049271480321,anilkumarjasani panditmustafa syedasg68050954 umarfarhan110 pankajanand2965 chaubegi sanjumgolvi,1.0271171152739307,LUCKNOW,3,neutral
7,shivrls,"Lucknow, India",143,279,Lucknow Development Authority should intervene in this matter https://t.co/G3XzPjeW4E,0,0,0,75,0,0,0,0,3027,0,https://twitter.com/statuses/1190819815608307712,lucknow development authority should intervene this matter,0.9672881696380193,LUCKNOW,3,neutral
3,rai_shubhanshu,LUCKNOW,247,99,With #mahant #mahendradas #vrindavan #mathura 🙏 https://t.co/FF4eA3RdmK,0,0,1,482,0,0,0,4,2428,0,https://twitter.com/statuses/1190820029337440256,with mahant mahendradas vrindavan mathura,0.8450516270950912,LUCKNOW,3,neutral
32,akshatvatsya24,"Lucknow, India",160,733,@MakrandParanspe @nsitharaman @DrSJaishankar In politics and Bureaucracy jnudharis hv quantitative contribution ...… https://t.co/MFpUj6wY62,0,0,0,28495,3,1,0,0,1698,0,https://twitter.com/statuses/1190816920901079040,makrandparanspe nsitharaman drsjaishankar politics bureaucracy jnudharis quantitative contribution,0.8347693454599949,LUCKNOW,3,neutral
33,Vishalnaughty,"Lucknow, India",5694,121,@sudzrocks @WildCat_Mahi @Kit_Kat0001 @Priya_priroy9 @Puja_Sweet11 @e_Parth_ @rajeshshahu484 @ms395481 @BensonLuck… https://t.co/UMe7eYlqZy,1,2,12,52942,9,1,0,0,305,1,https://twitter.com/statuses/1190816673994956800,sudzrocks wildcatmahi kitkat0001 priyapriroy9 pujasweet11 eparth rajeshshahu484 ms395481 bensonluck,1.3337181271730916,LUCKNOW,4,neutral
39,Vishalnaughty,"Lucknow, India",5694,121,@WildCat_Mahi @neelam_angel1 @e_Parth_ @_yourAshu_ @ms395481 @sw_ee_ty1 @NamrataAgarwal_ @Virat_parmar88 @Vic_k_ey… https://t.co/Imr86s5rgW,1,2,12,52942,9,1,0,0,305,1,https://twitter.com/statuses/1190816076767977473,wildcatmahi neelamangel1 eparth yourashu ms395481 sweety1 namrataagarwal viratparmar88 vickey,1.3337181271730916,LUCKNOW,4,neutral
61,Vishalnaughty,"Lucknow, India",5694,121,@WildCat_Mahi @Kit_Kat0001 @Priya_priroy9 @Puja_Sweet11 @e_Parth_ @rajeshshahu484 @ms395481 @BensonLuck @sudzrocks… https://t.co/SFeKhl0iz9,0,1,12,52942,9,1,0,0,305,0,https://twitter.com/statuses/1190813592565604352,wildcatmahi kitkat0001 priyapriroy9 pujasweet11 eparth rajeshshahu484 ms395481 bensonluck sudzrocks,1.2558663058408994,LUCKNOW,4,neutral
58,Vishalnaughty,"Lucknow, India",5694,121,@e_Parth_ @WildCat_Mahi @Kit_Kat0001 @Priya_priroy9 @Puja_Sweet11 @rajeshshahu484 @ms395481 @BensonLuck @sudzrocks… https://t.co/I02gRBJTBw,0,1,12,52942,9,1,0,0,305,0,https://twitter.com/statuses/1190813948410359809,eparth wildcatmahi kitkat0001 priyapriroy9 pujasweet11 rajeshshahu484 ms395481 bensonluck sudzrocks,1.2558663058408994,LUCKNOW,4,neutral
52,PavanGu50634408,"Lucknow, India",61,207,@SeemaNature ## Good Morning##💐💐💐💐💐 https://t.co/kKWHwGq0zC,0,0,0,18,1,0,0,0,2,0,https://twitter.com/statuses/1190814549806444544,seemanature good morning,1.19377564081715,LUCKNOW,4,positive
49,PavanGu50634408,"Lucknow, India",61,207,Good##Mornnig https://t.co/T1Rd3ZoMpA https://t.co/06ioztaeTK,0,0,0,18,0,0,0,1,2,0,https://twitter.com/statuses/1190814913528119296,good mornnig,1.1930011322220617,LUCKNOW,4,positive
5,PavanGu50634408,"Lucknow, India",61,207,Good morning https://t.co/i3JoGHNPzp https://t.co/WmCGgYl5QB,0,0,0,18,0,0,0,0,2,0,https://twitter.com/statuses/1190819962467713024,good morning,1.1698062948266756,LUCKNOW,4,positive
6,PavanGu50634408,"Lucknow, India",61,207,Good morning https://t.co/r3oNoAaWum https://t.co/3jkCeJcad1,0,0,0,18,0,0,0,0,2,0,https://twitter.com/statuses/1190819865637965824,good morning,1.1698062948266756,LUCKNOW,4,positive
30,PavanGu50634408,"Lucknow, India",61,207,Good## morning https://t.co/2LJwK8P85T https://t.co/cPk1vjXRjH,0,0,0,18,0,0,0,0,2,0,https://twitter.com/statuses/1190817088568381441,good morning,1.1698062948266756,LUCKNOW,4,positive
17,DiyaMehroliya,"Lucknow, India",2407,280,"@Dharmen43494482 good morning  jii. 
Happy Sunday 🙏🙏🙏",1,1,3,3537,1,1,0,0,103,1,https://twitter.com/statuses/1190818435548110848,dharmen43494482 good morning happy sunday,1.1208626622502325,LUCKNOW,4,positive
